occupancy,group,value
LULC,Invasive,6
LULC,Invasive,9
LULC,Invasive,10
LULC,Invasive,5
LULC,Invasive,9
LULC,Invasive,11
LULC,Invasive,3
LULC,Invasive,9
LULC,Invasive,3
LULC,Invasive,8
LULC,Invasive,3
LULC,Invasive,10
LULC,Invasive,3
LULC,Invasive,7
LULC,Invasive,12
LULC,Invasive,18
LULC,Invasive,11
LULC,Invasive,3
LULC,Invasive,10
LULC,Invasive,3
LULC,Invasive,1
LULC,Invasive,16
LULC,Invasive,1
LULC,Invasive,12
LULC,Invasive,3
LULC,Invasive,8
LULC,Invasive,1
LULC,Invasive,17
LULC,Invasive,11
LULC,Invasive,15
LULC,Invasive,5
LULC,Invasive,11
LULC,Invasive,14
LULC,Invasive,5
LULC,Invasive,8
LULC,Invasive,7
LULC,Invasive,3
LULC,Invasive,5
LULC,Invasive,7
LULC,Invasive,4
LULC,Invasive,7
LULC,Invasive,11
LULC,Invasive,8
Anthrome,Invasive,8
Anthrome,Invasive,8
Anthrome,Invasive,5
Anthrome,Invasive,1
Anthrome,Invasive,6
Anthrome,Invasive,2
Anthrome,Invasive,4
Anthrome,Invasive,5
Anthrome,Invasive,2
Anthrome,Invasive,10
Anthrome,Invasive,8
Anthrome,Invasive,2
Anthrome,Invasive,5
Anthrome,Invasive,5
Anthrome,Invasive,2
Anthrome,Invasive,3
Anthrome,Invasive,4
Anthrome,Invasive,7
Anthrome,Invasive,7
Anthrome,Invasive,3
Anthrome,Invasive,4
Anthrome,Invasive,1
Anthrome,Invasive,8
Anthrome,Invasive,10
Anthrome,Invasive,1
Anthrome,Invasive,10
Anthrome,Invasive,1
Anthrome,Invasive,1
Anthrome,Invasive,8
Anthrome,Invasive,8
Anthrome,Invasive,2
Anthrome,Invasive,1
Anthrome,Invasive,4
Anthrome,Invasive,8
Anthrome,Invasive,8
Anthrome,Invasive,1
Anthrome,Invasive,1
Anthrome,Invasive,9
Anthrome,Invasive,1
Anthrome,Invasive,6
Anthrome,Invasive,12
Anthrome,Invasive,9
Anthrome,Invasive,2
Anthrome,Invasive,13
Anthrome,Invasive,10
Anthrome,Invasive,3
Anthrome,Invasive,11
Anthrome,Invasive,9
Anthrome,Invasive,5
Anthrome,Invasive,3
Anthrome,Invasive,6
Anthrome,Invasive,1
Anthrome,Invasive,9
Anthrome,Invasive,7
Anthrome,Invasive,1
Anthrome,Invasive,5
Anthrome,Invasive,1
Anthrome,Invasive,3
Anthrome,Invasive,1
Anthrome,Invasive,6
Anthrome,Invasive,9
Anthrome,Invasive,13
Anthrome,Invasive,3
Anthrome,Invasive,10
Anthrome,Invasive,4
Anthrome,Invasive,10
Anthrome,Invasive,8
Anthrome,Invasive,9
Anthrome,Invasive,6
Anthrome,Invasive,9
Anthrome,Invasive,5
Anthrome,Invasive,2
Anthrome,Invasive,4
Anthrome,Invasive,9
Anthrome,Invasive,6
Anthrome,Invasive,13
Anthrome,Invasive,2
Anthrome,Invasive,4
Anthrome,Invasive,7
Anthrome,Invasive,6
Anthrome,Invasive,5
Anthrome,Invasive,10
Anthrome,Invasive,1
Anthrome,Invasive,3
Anthrome,Invasive,9
Anthrome,Invasive,9
Anthrome,Invasive,7
Anthrome,Invasive,10
Anthrome,Invasive,9
Anthrome,Invasive,9
Anthrome,Invasive,5
Anthrome,Invasive,12
Anthrome,Invasive,8
Anthrome,Invasive,4
Anthrome,Invasive,7
Anthrome,Invasive,3
Anthrome,Invasive,3
Anthrome,Invasive,2
Anthrome,Invasive,4
Anthrome,Invasive,1
Anthrome,Invasive,1
Anthrome,Invasive,2
Anthrome,Invasive,8
Anthrome,Invasive,9
Anthrome,Invasive,6
Anthrome,Invasive,4
Anthrome,Invasive,5
Anthrome,Invasive,2
Anthrome,Invasive,10
Anthrome,Invasive,10
Anthrome,Invasive,6
Anthrome,Invasive,9
Anthrome,Invasive,7
Anthrome,Invasive,2
Anthrome,Invasive,3
Anthrome,Invasive,2
Anthrome,Invasive,12
Anthrome,Invasive,7
Anthrome,Invasive,10
Anthrome,Invasive,10
Anthrome,Invasive,9
Anthrome,Invasive,10
Anthrome,Invasive,1
Anthrome,Invasive,7
Anthrome,Invasive,4
Anthrome,Invasive,3
Anthrome,Invasive,5
Anthrome,Invasive,4
Anthrome,Invasive,8
Anthrome,Invasive,8
Anthrome,Invasive,9
Anthrome,Invasive,10
Anthrome,Invasive,10
Anthrome,Invasive,1
Anthrome,Invasive,11
Anthrome,Invasive,10
Anthrome,Invasive,6
Anthrome,Invasive,8
Anthrome,Invasive,9
Anthrome,Invasive,6
Anthrome,Invasive,8
Anthrome,Invasive,8
Anthrome,Invasive,4
Anthrome,Invasive,7
Anthrome,Invasive,5
Anthrome,Invasive,9
Anthrome,Invasive,2
Anthrome,Invasive,8
Anthrome,Invasive,3
Anthrome,Invasive,6
Anthrome,Invasive,8
Anthrome,Invasive,10
Anthrome,Invasive,8
Anthrome,Invasive,3
Anthrome,Invasive,13
Anthrome,Invasive,3
Anthrome,Invasive,1
Anthrome,Invasive,10
Anthrome,Invasive,1
Anthrome,Invasive,8
Anthrome,Invasive,3
Anthrome,Invasive,7
Anthrome,Invasive,3
Anthrome,Invasive,10
Anthrome,Invasive,7
Anthrome,Invasive,8
Anthrome,Invasive,3
Anthrome,Invasive,12
Anthrome,Invasive,10
Anthrome,Invasive,6
Anthrome,Invasive,4
Anthrome,Invasive,5
Anthrome,Invasive,4
Anthrome,Invasive,4
Anthrome,Invasive,7
Anthrome,Invasive,5
Anthrome,Invasive,6
Anthrome,Invasive,10
Anthrome,Invasive,5
Ecoregion,Invasive,13
Ecoregion,Invasive,14
Ecoregion,Invasive,5
Ecoregion,Invasive,2
Ecoregion,Invasive,6
Ecoregion,Invasive,2
Ecoregion,Invasive,5
Ecoregion,Invasive,8
Ecoregion,Invasive,1
Ecoregion,Invasive,22
Ecoregion,Invasive,13
Ecoregion,Invasive,2
Ecoregion,Invasive,8
Ecoregion,Invasive,4
Ecoregion,Invasive,5
Ecoregion,Invasive,4
Ecoregion,Invasive,10
Ecoregion,Invasive,7
Ecoregion,Invasive,16
Ecoregion,Invasive,3
Ecoregion,Invasive,4
Ecoregion,Invasive,1
Ecoregion,Invasive,20
Ecoregion,Invasive,25
Ecoregion,Invasive,1
Ecoregion,Invasive,21
Ecoregion,Invasive,1
Ecoregion,Invasive,1
Ecoregion,Invasive,9
Ecoregion,Invasive,14
Ecoregion,Invasive,2
Ecoregion,Invasive,1
Ecoregion,Invasive,11
Ecoregion,Invasive,17
Ecoregion,Invasive,23
Ecoregion,Invasive,1
Ecoregion,Invasive,1
Ecoregion,Invasive,12
Ecoregion,Invasive,1
Ecoregion,Invasive,10
Ecoregion,Invasive,35
Ecoregion,Invasive,16
Ecoregion,Invasive,2
Ecoregion,Invasive,26
Ecoregion,Invasive,17
Ecoregion,Invasive,3
Ecoregion,Invasive,11
Ecoregion,Invasive,17
Ecoregion,Invasive,7
Ecoregion,Invasive,3
Ecoregion,Invasive,10
Ecoregion,Invasive,1
Ecoregion,Invasive,12
Ecoregion,Invasive,12
Ecoregion,Invasive,2
Ecoregion,Invasive,8
Ecoregion,Invasive,1
Ecoregion,Invasive,3
Ecoregion,Invasive,1
Ecoregion,Invasive,10
Ecoregion,Invasive,24
Ecoregion,Invasive,21
Ecoregion,Invasive,3
Ecoregion,Invasive,28
Ecoregion,Invasive,6
Ecoregion,Invasive,18
Ecoregion,Invasive,26
Ecoregion,Invasive,18
Ecoregion,Invasive,9
Ecoregion,Invasive,11
Ecoregion,Invasive,10
Ecoregion,Invasive,2
Ecoregion,Invasive,3
Ecoregion,Invasive,21
Ecoregion,Invasive,11
Ecoregion,Invasive,22
Ecoregion,Invasive,2
Ecoregion,Invasive,2
Ecoregion,Invasive,8
Ecoregion,Invasive,7
Ecoregion,Invasive,3
Ecoregion,Invasive,22
Ecoregion,Invasive,1
Ecoregion,Invasive,3
Ecoregion,Invasive,18
Ecoregion,Invasive,17
Ecoregion,Invasive,11
Ecoregion,Invasive,18
Ecoregion,Invasive,21
Ecoregion,Invasive,21
Ecoregion,Invasive,5
Ecoregion,Invasive,30
Ecoregion,Invasive,12
Ecoregion,Invasive,7
Ecoregion,Invasive,10
Ecoregion,Invasive,5
Ecoregion,Invasive,3
Ecoregion,Invasive,2
Ecoregion,Invasive,5
Ecoregion,Invasive,3
Ecoregion,Invasive,1
Ecoregion,Invasive,6
Ecoregion,Invasive,11
Ecoregion,Invasive,13
Ecoregion,Invasive,7
Ecoregion,Invasive,5
Ecoregion,Invasive,5
Ecoregion,Invasive,2
Ecoregion,Invasive,30
Ecoregion,Invasive,29
Ecoregion,Invasive,8
Ecoregion,Invasive,15
Ecoregion,Invasive,16
Ecoregion,Invasive,4
Ecoregion,Invasive,6
Ecoregion,Invasive,2
Ecoregion,Invasive,26
Ecoregion,Invasive,7
Ecoregion,Invasive,15
Ecoregion,Invasive,24
Ecoregion,Invasive,24
Ecoregion,Invasive,19
Ecoregion,Invasive,1
Ecoregion,Invasive,17
Ecoregion,Invasive,7
Ecoregion,Invasive,4
Ecoregion,Invasive,9
Ecoregion,Invasive,5
Ecoregion,Invasive,17
Ecoregion,Invasive,16
Ecoregion,Invasive,7
Ecoregion,Invasive,29
Ecoregion,Invasive,11
Ecoregion,Invasive,1
Ecoregion,Invasive,29
Ecoregion,Invasive,22
Ecoregion,Invasive,15
Ecoregion,Invasive,14
Ecoregion,Invasive,17
Ecoregion,Invasive,4
Ecoregion,Invasive,10
Ecoregion,Invasive,21
Ecoregion,Invasive,2
Ecoregion,Invasive,16
Ecoregion,Invasive,8
Ecoregion,Invasive,16
Ecoregion,Invasive,1
Ecoregion,Invasive,15
Ecoregion,Invasive,2
Ecoregion,Invasive,9
Ecoregion,Invasive,14
Ecoregion,Invasive,23
Ecoregion,Invasive,13
Ecoregion,Invasive,4
Ecoregion,Invasive,16
Ecoregion,Invasive,2
Ecoregion,Invasive,1
Ecoregion,Invasive,22
Ecoregion,Invasive,1
Ecoregion,Invasive,15
Ecoregion,Invasive,3
Ecoregion,Invasive,10
Ecoregion,Invasive,3
Ecoregion,Invasive,24
Ecoregion,Invasive,14
Ecoregion,Invasive,18
Ecoregion,Invasive,1
Ecoregion,Invasive,19
Ecoregion,Invasive,20
Ecoregion,Invasive,11
Ecoregion,Invasive,6
Ecoregion,Invasive,9
Ecoregion,Invasive,4
Ecoregion,Invasive,3
Ecoregion,Invasive,5
Ecoregion,Invasive,6
Ecoregion,Invasive,9
Ecoregion,Invasive,22
Ecoregion,Invasive,5
Habitat,Invasive,8
Habitat,Invasive,4
Habitat,Invasive,7
Habitat,Invasive,9
Habitat,Invasive,7
Habitat,Invasive,6
Habitat,Invasive,6
Habitat,Invasive,10
Habitat,Invasive,2
Habitat,Invasive,9
Habitat,Invasive,9
Habitat,Invasive,7
Habitat,Invasive,6
Habitat,Invasive,12
Habitat,Invasive,8
Habitat,Invasive,8
Habitat,Invasive,13
Habitat,Invasive,10
Habitat,Invasive,10
Habitat,Invasive,6
Habitat,Invasive,8
Habitat,Invasive,10
Habitat,Invasive,13
Habitat,Invasive,2
Habitat,Invasive,10
Habitat,Invasive,12
Habitat,Invasive,4
Habitat,Invasive,5
Habitat,Invasive,11
Habitat,Invasive,8
Habitat,Invasive,5
Habitat,Invasive,3
Habitat,Invasive,5
Habitat,Invasive,7
Habitat,Invasive,7
Habitat,Invasive,4
Habitat,Invasive,4
Habitat,Invasive,9
Habitat,Invasive,6
Habitat,Invasive,9
Habitat,Invasive,10
Habitat,Invasive,7
Habitat,Invasive,8
Habitat,Invasive,9
Habitat,Invasive,4
Habitat,Invasive,10
Habitat,Invasive,5
Habitat,Invasive,9
Habitat,Invasive,6
Habitat,Invasive,3
Habitat,Invasive,8
Habitat,Invasive,9
Habitat,Invasive,6
Habitat,Invasive,14
Habitat,Invasive,4
Habitat,Invasive,4
Habitat,Invasive,6
Habitat,Invasive,6
Habitat,Invasive,14
Habitat,Invasive,9
Habitat,Invasive,5
Habitat,Invasive,11
Habitat,Invasive,7
Habitat,Invasive,11
Habitat,Invasive,4
Habitat,Invasive,10
Habitat,Invasive,9
Habitat,Invasive,5
Habitat,Invasive,6
Habitat,Invasive,7
Habitat,Invasive,7
Habitat,Invasive,8
Habitat,Invasive,16
Habitat,Invasive,8
Habitat,Invasive,9
Habitat,Invasive,6
Habitat,Invasive,9
Habitat,Invasive,4
Habitat,Invasive,11
Habitat,Invasive,15
Habitat,Invasive,6
Habitat,Invasive,3
Habitat,Invasive,7
Habitat,Invasive,13
Habitat,Invasive,4
Habitat,Invasive,11
Habitat,Invasive,5
Habitat,Invasive,5
Habitat,Invasive,5
Habitat,Invasive,2
Habitat,Invasive,5
Habitat,Invasive,13
Habitat,Invasive,9
Habitat,Invasive,6
Habitat,Invasive,2
Habitat,Invasive,13
Habitat,Invasive,9
Habitat,Invasive,9
Habitat,Invasive,8
Habitat,Invasive,8
Habitat,Invasive,10
Habitat,Invasive,5
Habitat,Invasive,8
Habitat,Invasive,3
Habitat,Invasive,8
Habitat,Invasive,12
Habitat,Invasive,11
Habitat,Invasive,15
Habitat,Invasive,10
Habitat,Invasive,10
Habitat,Invasive,8
Habitat,Invasive,5
Habitat,Invasive,8
Habitat,Invasive,6
Habitat,Invasive,8
Habitat,Invasive,5
Habitat,Invasive,13
Habitat,Invasive,6
Habitat,Invasive,5
Habitat,Invasive,8
Habitat,Invasive,2
Habitat,Invasive,8
Habitat,Invasive,1
Habitat,Invasive,11
Habitat,Invasive,11
Habitat,Invasive,1
Habitat,Invasive,13
Habitat,Invasive,8
Habitat,Invasive,7
Habitat,Invasive,2
Habitat,Invasive,4
Habitat,Invasive,6
Habitat,Invasive,7
Habitat,Invasive,8
Habitat,Invasive,11
Habitat,Invasive,4
Habitat,Invasive,8
Habitat,Invasive,6
Habitat,Invasive,6
Habitat,Invasive,10
Habitat,Invasive,11
Habitat,Invasive,5
LULC,Native,7
LULC,Native,2
LULC,Native,1
LULC,Native,4
LULC,Native,21
LULC,Native,12
LULC,Native,2
LULC,Native,6
LULC,Native,7
LULC,Native,11
LULC,Native,8
LULC,Native,7
LULC,Native,1
LULC,Native,11
LULC,Native,10
LULC,Native,5
LULC,Native,3
LULC,Native,4
LULC,Native,8
LULC,Native,5
LULC,Native,14
LULC,Native,7
LULC,Native,1
LULC,Native,2
LULC,Native,7
LULC,Native,1
LULC,Native,1
LULC,Native,2
LULC,Native,14
LULC,Native,4
LULC,Native,11
LULC,Native,14
LULC,Native,4
LULC,Native,9
LULC,Native,2
LULC,Native,4
LULC,Native,2
LULC,Native,11
LULC,Native,8
LULC,Native,7
LULC,Native,1
LULC,Native,5
LULC,Native,17
LULC,Native,12
LULC,Native,8
LULC,Native,6
LULC,Native,11
LULC,Native,1
LULC,Native,4
LULC,Native,5
LULC,Native,8
LULC,Native,4
LULC,Native,3
LULC,Native,5
LULC,Native,5
LULC,Native,4
LULC,Native,2
LULC,Native,2
LULC,Native,3
LULC,Native,12
LULC,Native,7
LULC,Native,8
LULC,Native,8
LULC,Native,6
LULC,Native,18
LULC,Native,11
LULC,Native,8
LULC,Native,3
LULC,Native,1
LULC,Native,7
LULC,Native,3
LULC,Native,4
LULC,Native,6
LULC,Native,4
LULC,Native,10
LULC,Native,5
LULC,Native,2
LULC,Native,15
LULC,Native,2
LULC,Native,2
LULC,Native,3
LULC,Native,4
LULC,Native,1
LULC,Native,5
LULC,Native,1
LULC,Native,13
LULC,Native,13
LULC,Native,13
LULC,Native,1
LULC,Native,7
LULC,Native,8
LULC,Native,4
LULC,Native,10
LULC,Native,5
LULC,Native,2
LULC,Native,3
LULC,Native,6
LULC,Native,3
LULC,Native,4
LULC,Native,5
LULC,Native,3
LULC,Native,3
LULC,Native,1
LULC,Native,9
LULC,Native,2
LULC,Native,3
LULC,Native,3
LULC,Native,10
LULC,Native,4
LULC,Native,6
LULC,Native,3
LULC,Native,2
LULC,Native,3
LULC,Native,5
LULC,Native,2
LULC,Native,3
LULC,Native,1
LULC,Native,14
LULC,Native,10
LULC,Native,4
LULC,Native,2
LULC,Native,2
LULC,Native,1
LULC,Native,14
LULC,Native,1
LULC,Native,1
LULC,Native,2
LULC,Native,4
LULC,Native,2
LULC,Native,13
LULC,Native,4
LULC,Native,6
LULC,Native,1
LULC,Native,8
LULC,Native,2
LULC,Native,5
LULC,Native,7
LULC,Native,3
LULC,Native,2
LULC,Native,6
LULC,Native,1
LULC,Native,1
LULC,Native,6
LULC,Native,15
LULC,Native,7
LULC,Native,5
LULC,Native,9
LULC,Native,2
LULC,Native,12
LULC,Native,3
LULC,Native,6
LULC,Native,12
LULC,Native,11
LULC,Native,8
LULC,Native,4
LULC,Native,2
LULC,Native,3
LULC,Native,10
LULC,Native,9
LULC,Native,6
LULC,Native,7
LULC,Native,1
LULC,Native,1
LULC,Native,3
LULC,Native,1
LULC,Native,1
LULC,Native,5
LULC,Native,1
LULC,Native,2
LULC,Native,4
LULC,Native,7
LULC,Native,8
LULC,Native,13
LULC,Native,11
LULC,Native,4
LULC,Native,9
LULC,Native,8
LULC,Native,4
LULC,Native,15
LULC,Native,23
LULC,Native,2
LULC,Native,5
LULC,Native,8
LULC,Native,10
LULC,Native,6
LULC,Native,15
LULC,Native,4
LULC,Native,2
LULC,Native,2
LULC,Native,11
LULC,Native,4
LULC,Native,1
LULC,Native,1
LULC,Native,6
LULC,Native,4
LULC,Native,5
LULC,Native,4
LULC,Native,4
LULC,Native,12
LULC,Native,15
LULC,Native,3
LULC,Native,12
LULC,Native,2
LULC,Native,10
LULC,Native,6
LULC,Native,9
LULC,Native,3
LULC,Native,7
LULC,Native,1
LULC,Native,7
LULC,Native,7
LULC,Native,1
LULC,Native,7
LULC,Native,1
LULC,Native,6
LULC,Native,6
LULC,Native,1
LULC,Native,6
LULC,Native,3
LULC,Native,1
LULC,Native,1
LULC,Native,2
LULC,Native,10
LULC,Native,13
LULC,Native,4
LULC,Native,1
LULC,Native,1
LULC,Native,4
LULC,Native,4
LULC,Native,3
LULC,Native,4
LULC,Native,6
LULC,Native,7
LULC,Native,11
LULC,Native,6
LULC,Native,9
LULC,Native,7
LULC,Native,12
LULC,Native,5
LULC,Native,11
LULC,Native,1
LULC,Native,3
LULC,Native,12
LULC,Native,4
LULC,Native,9
LULC,Native,2
LULC,Native,8
LULC,Native,7
LULC,Native,2
LULC,Native,1
LULC,Native,4
LULC,Native,5
LULC,Native,1
LULC,Native,7
LULC,Native,1
LULC,Native,9
LULC,Native,6
LULC,Native,3
LULC,Native,14
LULC,Native,3
LULC,Native,16
LULC,Native,4
LULC,Native,4
LULC,Native,1
LULC,Native,10
LULC,Native,9
LULC,Native,5
LULC,Native,3
LULC,Native,11
LULC,Native,13
LULC,Native,10
LULC,Native,2
LULC,Native,12
LULC,Native,6
LULC,Native,2
LULC,Native,6
Anthrome,Native,5
Anthrome,Native,4
Anthrome,Native,1
Anthrome,Native,6
Anthrome,Native,11
Anthrome,Native,9
Anthrome,Native,3
Anthrome,Native,5
Anthrome,Native,8
Anthrome,Native,8
Anthrome,Native,7
Anthrome,Native,5
Anthrome,Native,1
Anthrome,Native,11
Anthrome,Native,10
Anthrome,Native,6
Anthrome,Native,5
Anthrome,Native,4
Anthrome,Native,6
Anthrome,Native,3
Anthrome,Native,9
Anthrome,Native,7
Anthrome,Native,1
Anthrome,Native,3
Anthrome,Native,7
Anthrome,Native,7
Anthrome,Native,1
Anthrome,Native,1
Anthrome,Native,2
Anthrome,Native,9
Anthrome,Native,5
Anthrome,Native,9
Anthrome,Native,10
Anthrome,Native,6
Anthrome,Native,8
Anthrome,Native,3
Anthrome,Native,6
Anthrome,Native,2
Anthrome,Native,9
Anthrome,Native,7
Anthrome,Native,7
Anthrome,Native,3
Anthrome,Native,4
Anthrome,Native,12
Anthrome,Native,12
Anthrome,Native,7
Anthrome,Native,4
Anthrome,Native,10
Anthrome,Native,1
Anthrome,Native,4
Anthrome,Native,3
Anthrome,Native,7
Anthrome,Native,4
Anthrome,Native,5
Anthrome,Native,4
Anthrome,Native,5
Anthrome,Native,3
Anthrome,Native,2
Anthrome,Native,2
Anthrome,Native,5
Anthrome,Native,10
Anthrome,Native,8
Anthrome,Native,7
Anthrome,Native,8
Anthrome,Native,7
Anthrome,Native,9
Anthrome,Native,6
Anthrome,Native,10
Anthrome,Native,3
Anthrome,Native,5
Anthrome,Native,3
Anthrome,Native,3
Anthrome,Native,1
Anthrome,Native,7
Anthrome,Native,6
Anthrome,Native,9
Anthrome,Native,5
Anthrome,Native,4
Anthrome,Native,11
Anthrome,Native,3
Anthrome,Native,4
Anthrome,Native,3
Anthrome,Native,5
Anthrome,Native,1
Anthrome,Native,4
Anthrome,Native,1
Anthrome,Native,10
Anthrome,Native,10
Anthrome,Native,9
Anthrome,Native,1
Anthrome,Native,7
Anthrome,Native,5
Anthrome,Native,5
Anthrome,Native,9
Anthrome,Native,8
Anthrome,Native,1
Anthrome,Native,4
Anthrome,Native,4
Anthrome,Native,2
Anthrome,Native,6
Anthrome,Native,4
Anthrome,Native,4
Anthrome,Native,3
Anthrome,Native,2
Anthrome,Native,7
Anthrome,Native,2
Anthrome,Native,3
Anthrome,Native,4
Anthrome,Native,8
Anthrome,Native,4
Anthrome,Native,7
Anthrome,Native,4
Anthrome,Native,1
Anthrome,Native,2
Anthrome,Native,4
Anthrome,Native,3
Anthrome,Native,2
Anthrome,Native,1
Anthrome,Native,8
Anthrome,Native,13
Anthrome,Native,4
Anthrome,Native,2
Anthrome,Native,3
Anthrome,Native,1
Anthrome,Native,10
Anthrome,Native,1
Anthrome,Native,1
Anthrome,Native,2
Anthrome,Native,4
Anthrome,Native,2
Anthrome,Native,10
Anthrome,Native,3
Anthrome,Native,5
Anthrome,Native,1
Anthrome,Native,9
Anthrome,Native,2
Anthrome,Native,4
Anthrome,Native,6
Anthrome,Native,3
Anthrome,Native,2
Anthrome,Native,4
Anthrome,Native,1
Anthrome,Native,1
Anthrome,Native,6
Anthrome,Native,10
Anthrome,Native,8
Anthrome,Native,5
Anthrome,Native,8
Anthrome,Native,2
Anthrome,Native,8
Anthrome,Native,4
Anthrome,Native,7
Anthrome,Native,8
Anthrome,Native,7
Anthrome,Native,8
Anthrome,Native,4
Anthrome,Native,2
Anthrome,Native,2
Anthrome,Native,9
Anthrome,Native,8
Anthrome,Native,4
Anthrome,Native,7
Anthrome,Native,2
Anthrome,Native,1
Anthrome,Native,2
Anthrome,Native,2
Anthrome,Native,2
Anthrome,Native,2
Anthrome,Native,1
Anthrome,Native,2
Anthrome,Native,5
Anthrome,Native,10
Anthrome,Native,8
Anthrome,Native,10
Anthrome,Native,12
Anthrome,Native,5
Anthrome,Native,6
Anthrome,Native,8
Anthrome,Native,4
Anthrome,Native,10
Anthrome,Native,12
Anthrome,Native,4
Anthrome,Native,4
Anthrome,Native,6
Anthrome,Native,7
Anthrome,Native,5
Anthrome,Native,10
Anthrome,Native,6
Anthrome,Native,2
Anthrome,Native,1
Anthrome,Native,9
Anthrome,Native,5
Anthrome,Native,1
Anthrome,Native,1
Anthrome,Native,6
Anthrome,Native,3
Anthrome,Native,4
Anthrome,Native,6
Anthrome,Native,5
Anthrome,Native,8
Anthrome,Native,8
Anthrome,Native,9
Anthrome,Native,2
Anthrome,Native,2
Anthrome,Native,8
Anthrome,Native,7
Anthrome,Native,4
Anthrome,Native,4
Anthrome,Native,10
Anthrome,Native,2
Anthrome,Native,6
Anthrome,Native,5
Anthrome,Native,1
Anthrome,Native,8
Anthrome,Native,1
Anthrome,Native,7
Anthrome,Native,7
Anthrome,Native,1
Anthrome,Native,6
Anthrome,Native,3
Anthrome,Native,3
Anthrome,Native,1
Anthrome,Native,2
Anthrome,Native,7
Anthrome,Native,8
Anthrome,Native,5
Anthrome,Native,1
Anthrome,Native,1
Anthrome,Native,5
Anthrome,Native,6
Anthrome,Native,6
Anthrome,Native,2
Anthrome,Native,8
Anthrome,Native,7
Anthrome,Native,7
Anthrome,Native,8
Anthrome,Native,6
Anthrome,Native,6
Anthrome,Native,12
Anthrome,Native,4
Anthrome,Native,6
Anthrome,Native,1
Anthrome,Native,4
